clade	date	year	location	decimal_date	sequence_name	tree_label	name_cleaned	clade_final
2010.1	2019-11-20	2019	Iowa	2019.884932	A/swine/Iowa/A02478910/2019|A_/_H3N2|unassigned|2019-11-20|HA|4||EPI_ISL_505937	A/swine/Iowa/A02478910/2019|A_/_H3N2|unassigned|2019-11-20|HA|4||EPI_ISL_505937	swine_Iowa_2019-11-20_A02478910_EPI_ISL_505937	2010.1
2010.1	2019-07-19	2019	Minnesota	2019.545205	A/swine/Minnesota/A02245201/2019|A_/_H3N2|unassigned|2019-07-19|HA|4||EPI_ISL_388617	A/swine/Minnesota/A02245201/2019|A_/_H3N2|unassigned|2019-07-19|HA|4||EPI_ISL_388617	swine_Minnesota_2019-07-19_A02245201_EPI_ISL_388617	2010.1
2010.1	2019-04-16	2019	Iowa	2019.287671	A/swine/Iowa/A02432383/2019|A_/_H3N2|unassigned|2019-04-16|HA|4||EPI_ISL_366626	A/swine/Iowa/A02432383/2019|A_/_H3N2|unassigned|2019-04-16|HA|4||EPI_ISL_366626	swine_Iowa_2019-04-16_A02432383_EPI_ISL_366626	2010.1
2010.1	2019-05-31	2019	Iowa	2019.410959	A/swine/Iowa/A02478521/2019|A_/_H3N2|unassigned|2019-05-31|HA|4||EPI_ISL_387858	A/swine/Iowa/A02478521/2019|A_/_H3N2|unassigned|2019-05-31|HA|4||EPI_ISL_387858	swine_Iowa_2019-05-31_A02478521_EPI_ISL_387858	2010.1
2010.1	2019-04-17	2019	Iowa	2019.290411	A/swine/Iowa/A01797996/2019|A_/_H3N2|unassigned|2019-04-17|HA|4||EPI_ISL_387828	A/swine/Iowa/A01797996/2019|A_/_H3N2|unassigned|2019-04-17|HA|4||EPI_ISL_387828	swine_Iowa_2019-04-17_A01797996_EPI_ISL_387828	2010.1
2010.1	2019-10-03	2019	Iowa	2019.753425	A/swine/Iowa/A02478723/2019|A_/_H3N2|unassigned|2019-10-03|HA|4||EPI_ISL_399411	A/swine/Iowa/A02478723/2019|A_/_H3N2|unassigned|2019-10-03|HA|4||EPI_ISL_399411	swine_Iowa_2019-10-03_A02478723_EPI_ISL_399411	2010.1
2010.1	2018-11-16	2018	Minnesota	2018.873973	A/swine/Minnesota/A01785759/2018|A_/_H3N2|unassigned|2018-11-16|HA|4||EPI_ISL_378931	A/swine/Minnesota/A01785759/2018|A_/_H3N2|unassigned|2018-11-16|HA|4||EPI_ISL_378931	swine_Minnesota_2018-11-16_A01785759_EPI_ISL_378931	2010.1
2010.1	2018-09-10	2018	Minnesota	2018.690411	A/swine/Minnesota/A01785619/2018|A_/_H3N2|unassigned|2018-09-10|HA|4||EPI_ISL_379782	A/swine/Minnesota/A01785619/2018|A_/_H3N2|unassigned|2018-09-10|HA|4||EPI_ISL_379782	swine_Minnesota_2018-09-10_A01785619_EPI_ISL_379782	2010.1
2010.1	2019-01-21	2019	Iowa	2019.054795	A/swine/Iowa/A02429951/2019|A_/_H3N2|unassigned|2019-01-21|HA|4||EPI_ISL_373544	A/swine/Iowa/A02429951/2019|A_/_H3N2|unassigned|2019-01-21|HA|4||EPI_ISL_373544	swine_Iowa_2019-01-21_A02429951_EPI_ISL_373544	2010.1
2010.1	2018-08-07	2018	Minnesota	2018.59726	A/swine/Minnesota/A01785596/2018|A_/_H3N2|unassigned|2018-08-07|HA|4||EPI_ISL_326831	A/swine/Minnesota/A01785596/2018|A_/_H3N2|unassigned|2018-08-07|HA|4||EPI_ISL_326831	swine_Minnesota_2018-08-07_A01785596_EPI_ISL_326831	2010.1
2010.1	2019-02-11	2019	Iowa	2019.112329	A/swine/Iowa/A02430478/2019|A_/_H3N2|unassigned|2019-02-11|HA|4||EPI_ISL_371765	A/swine/Iowa/A02430478/2019|A_/_H3N2|unassigned|2019-02-11|HA|4||EPI_ISL_371765	swine_Iowa_2019-02-11_A02430478_EPI_ISL_371765	2010.1
2010.1	2017-12-18	2017	Minnesota	2017.961644	A/swine/Minnesota/A01785389/2017|A_/_H3N2|unassigned|2017-12-18|HA|4||EPI_ISL_298631	A/swine/Minnesota/A01785389/2017|A_/_H3N2|unassigned|2017-12-18|HA|4||EPI_ISL_298631	swine_Minnesota_2017-12-18_A01785389_EPI_ISL_298631	2010.1
2010.1	2017-06-01	2017	Minnesota	2017.413699	A/swine/Minnesota/A01785267/2017|A_/_H3N2|unassigned|2017-06-01|HA|4||EPI_ISL_278203	A/swine/Minnesota/A01785267/2017|A_/_H3N2|unassigned|2017-06-01|HA|4||EPI_ISL_278203	swine_Minnesota_2017-06-01_A01785267_EPI_ISL_278203	2010.1
2010.1	2017-04-20	2017	Iowa	2017.29863	A/swine/Iowa/A02215035/2017|A_/_H3N2|unassigned|2017-04-20|HA|4||EPI_ISL_267137	A/swine/Iowa/A02215035/2017|A_/_H3N2|unassigned|2017-04-20|HA|4||EPI_ISL_267137	swine_Iowa_2017-04-20_A02215035_EPI_ISL_267137	2010.1
2010.1	2020-01-22	2020	Iowa	2020.057377	A/swine/Iowa/A02479022/2020|A_/_H3N1|3C.2|2020-01-22|HA|4||EPI_ISL_501277	A/swine/Iowa/A02479022/2020|A_/_H3N1|3C.2|2020-01-22|HA|4||EPI_ISL_501277	swine_Iowa_2020-01-22_A02479022_EPI_ISL_501277	2010.1
2010.1	2020-03-24	2020	Minnesota	2020.226776	A/swine/Minnesota/A02245564/2020|A_/_H3N2|unassigned|2020-03-24|HA|4||EPI_ISL_504152	A/swine/Minnesota/A02245564/2020|A_/_H3N2|unassigned|2020-03-24|HA|4||EPI_ISL_504152	swine_Minnesota_2020-03-24_A02245564_EPI_ISL_504152	2010.1
2010.1	2020-04-16	2020	Iowa	2020.289617	A/swine/Iowa/A02479233/2020|A_/_H3N2|unassigned|2020-04-16|HA|4||EPI_ISL_502869	A/swine/Iowa/A02479233/2020|A_/_H3N2|unassigned|2020-04-16|HA|4||EPI_ISL_502869	swine_Iowa_2020-04-16_A02479233_EPI_ISL_502869	2010.1
2010.1	2018-11-08	2018	Minnesota	2018.852055	A/swine/Minnesota/A01785743/2018|A_/_H3N2|unassigned|2018-11-08|HA|4||EPI_ISL_378904	A/swine/Minnesota/A01785743/2018|A_/_H3N2|unassigned|2018-11-08|HA|4||EPI_ISL_378904	swine_Minnesota_2018-11-08_A01785743_EPI_ISL_378904	2010.1
2010.1	2019-04-05	2019	Minnesota	2019.257534	A/swine/Minnesota/A02432160/2019|A_/_H3N2|unassigned|2019-04-05|HA|4||EPI_ISL_366151	A/swine/Minnesota/A02432160/2019|A_/_H3N2|unassigned|2019-04-05|HA|4||EPI_ISL_366151	swine_Minnesota_2019-04-05_A02432160_EPI_ISL_366151	2010.1
2010.1	2019-10-16	2019	Iowa	2019.789041	A/swine/Iowa/A02478767/2019|A_/_H3N2|unassigned|2019-10-16|HA|4||EPI_ISL_399728	A/swine/Iowa/A02478767/2019|A_/_H3N2|unassigned|2019-10-16|HA|4||EPI_ISL_399728	swine_Iowa_2019-10-16_A02478767_EPI_ISL_399728	2010.1
2010.1	2019-03-11	2019	Iowa	2019.189041	A/swine/Iowa/A02431133/2019|A_/_H3N2|unassigned|2019-03-11|HA|4||EPI_ISL_369488	A/swine/Iowa/A02431133/2019|A_/_H3N2|unassigned|2019-03-11|HA|4||EPI_ISL_369488	swine_Iowa_2019-03-11_A02431133_EPI_ISL_369488	2010.1
2010.1	2019-02-22	2019	Iowa	2019.142466	A/swine/Iowa/A02430907/2019|A_/_H3N2|unassigned|2019-02-22|HA|4||EPI_ISL_372263	A/swine/Iowa/A02430907/2019|A_/_H3N2|unassigned|2019-02-22|HA|4||EPI_ISL_372263	swine_Iowa_2019-02-22_A02430907_EPI_ISL_372263	2010.1
2010.1	2019-01-31	2019	Minnesota	2019.082192	A/swine/Minnesota/A01785920/2019|A_/_H3N2|unassigned|2019-01-31|HA|4||EPI_ISL_374112	A/swine/Minnesota/A01785920/2019|A_/_H3N2|unassigned|2019-01-31|HA|4||EPI_ISL_374112	swine_Minnesota_2019-01-31_A01785920_EPI_ISL_374112	2010.1
2010.1	2017-10-25	2017	Iowa	2017.813699	A/swine/Iowa/A02134998/2017|A_/_H3N2|unassigned|2017-10-25|HA|4||EPI_ISL_296389	A/swine/Iowa/A02134998/2017|A_/_H3N2|unassigned|2017-10-25|HA|4||EPI_ISL_296389	swine_Iowa_2017-10-25_A02134998_EPI_ISL_296389	2010.1
2010.1	2018-07-25	2018	Iowa	2018.561644	A/swine/Iowa/A02254363/2018|A_/_H3N2|unassigned|2018-07-25|HA|4||EPI_ISL_326820	A/swine/Iowa/A02254363/2018|A_/_H3N2|unassigned|2018-07-25|HA|4||EPI_ISL_326820	swine_Iowa_2018-07-25_A02254363_EPI_ISL_326820	2010.1
2010.1	2017-06-16	2017	Iowa	2017.454795	A/swine/Iowa/A02217287/2017|A_/_H3N2|unassigned|2017-06-16|HA|4||EPI_ISL_278434	A/swine/Iowa/A02217287/2017|A_/_H3N2|unassigned|2017-06-16|HA|4||EPI_ISL_278434	swine_Iowa_2017-06-16_A02217287_EPI_ISL_278434	2010.1
2010.1	2017-03-14	2017	Iowa	2017.19726	A/swine/Iowa/A01667096/2017|A_/_H3N2|unassigned|2017-03-14|HA|4||EPI_ISL_262585	A/swine/Iowa/A01667096/2017|A_/_H3N2|unassigned|2017-03-14|HA|4||EPI_ISL_262585	swine_Iowa_2017-03-14_A01667096_EPI_ISL_262585	2010.1
2010.1	2017-06-22	2017	Iowa	2017.471233	A/swine/Iowa/A02218170/2017|A_/_H3N2|unassigned|2017-06-22|HA|4||EPI_ISL_279501	A/swine/Iowa/A02218170/2017|A_/_H3N2|unassigned|2017-06-22|HA|4||EPI_ISL_279501	swine_Iowa_2017-06-22_A02218170_EPI_ISL_279501	2010.1
2010.1	2017-07-26	2017	Iowa	2017.564384	A/swine/Iowa/A02218753/2017|A_/_H3N2|unassigned|2017-07-26|HA|4||EPI_ISL_281309	A/swine/Iowa/A02218753/2017|A_/_H3N2|unassigned|2017-07-26|HA|4||EPI_ISL_281309	swine_Iowa_2017-07-26_A02218753_EPI_ISL_281309	2010.1
2010.1	2017-04-04	2017	Iowa	2017.254795	A/swine/Iowa/A02214828/2017|A_/_H3N2|unassigned|2017-04-04|HA|4||EPI_ISL_272767	A/swine/Iowa/A02214828/2017|A_/_H3N2|unassigned|2017-04-04|HA|4||EPI_ISL_272767	swine_Iowa_2017-04-04_A02214828_EPI_ISL_272767	2010.1
2010.1	2017-02-27	2017	Iowa	2017.156164	A/swine/Iowa/A01932578/2017|A_/_H3N2|unassigned|2017-02-27|HA|4||EPI_ISL_260821	A/swine/Iowa/A01932578/2017|A_/_H3N2|unassigned|2017-02-27|HA|4||EPI_ISL_260821	swine_Iowa_2017-02-27_A01932578_EPI_ISL_260821	2010.1
2010.1	2017-05-24	2017	Iowa	2017.391781	A/swine/Iowa/A02216455/2017|A_/_H3N2|unassigned|2017-05-24|HA|4||EPI_ISL_273343	A/swine/Iowa/A02216455/2017|A_/_H3N2|unassigned|2017-05-24|HA|4||EPI_ISL_273343	swine_Iowa_2017-05-24_A02216455_EPI_ISL_273343	2010.1
2010.1	2017-05-30	2017	Iowa	2017.408219	A/swine/Iowa/A02216459/2017|A_/_H3N2|unassigned|2017-05-30|HA|4||EPI_ISL_273340	A/swine/Iowa/A02216459/2017|A_/_H3N2|unassigned|2017-05-30|HA|4||EPI_ISL_273340	swine_Iowa_2017-05-30_A02216459_EPI_ISL_273340	2010.1
2010.1	2017-08-22	2017	Iowa	2017.638356	A/swine/Iowa/A02219788/2017|A_/_H3N2|unassigned|2017-08-22|HA|4||EPI_ISL_282405	A/swine/Iowa/A02219788/2017|A_/_H3N2|unassigned|2017-08-22|HA|4||EPI_ISL_282405	swine_Iowa_2017-08-22_A02219788_EPI_ISL_282405	2010.1
2010.1	2017-07-13	2017	Iowa	2017.528767	A/swine/Iowa/A02218427/2017|A_/_H3N2|unassigned|2017-07-13|HA|4||EPI_ISL_279726	A/swine/Iowa/A02218427/2017|A_/_H3N2|unassigned|2017-07-13|HA|4||EPI_ISL_279726	swine_Iowa_2017-07-13_A02218427_EPI_ISL_279726	2010.1
2010.1	2016-11-30	2016	Minnesota	2016.912568	A/swine/Minnesota/A01668937/2016|A_/_H3N2|unassigned|2016-11-30|HA|4||EPI_ISL_252783	A/swine/Minnesota/A01668937/2016|A_/_H3N2|unassigned|2016-11-30|HA|4||EPI_ISL_252783	swine_Minnesota_2016-11-30_A01668937_EPI_ISL_252783	2010.1
2010.1	2017-02-17	2017	Iowa	2017.128767	A/swine/Iowa/A01932416/2017|A_/_H3N2|unassigned|2017-02-17|HA|4||EPI_ISL_261467	A/swine/Iowa/A01932416/2017|A_/_H3N2|unassigned|2017-02-17|HA|4||EPI_ISL_261467	swine_Iowa_2017-02-17_A01932416_EPI_ISL_261467	2010.1
2010.1	2017-04-27	2017	Iowa	2017.317808	A/swine/Iowa/A02215043/2017|A_/_H3N2|unassigned|2017-04-27|HA|4||EPI_ISL_267145	A/swine/Iowa/A02215043/2017|A_/_H3N2|unassigned|2017-04-27|HA|4||EPI_ISL_267145	swine_Iowa_2017-04-27_A02215043_EPI_ISL_267145	2010.1
2010.1	2017-12-13	2017	North Carolina	2017.947945	A/swine/North_Carolina/A02138712/2017|A_/_H3N2|unassigned|2017-12-13|HA|4||EPI_ISL_295689	A/swine/North_Carolina/A02138712/2017|A_/_H3N2|unassigned|2017-12-13|HA|4||EPI_ISL_295689	swine_North_Carolina_2017-12-13_A02138712_EPI_ISL_295689	2010.1
2010.1	2017-11-21	2017	North Carolina	2017.887671	A/swine/North_Carolina/A01785360/2017|A_/_H3N2|unassigned|2017-11-21|HA|4||EPI_ISL_297079	A/swine/North_Carolina/A01785360/2017|A_/_H3N2|unassigned|2017-11-21|HA|4||EPI_ISL_297079	swine_North_Carolina_2017-11-21_A01785360_EPI_ISL_297079	2010.1
2010.1	2018-01-10	2018	North Carolina	2018.024658	A/swine/North_Carolina/A02140803/2018|A_/_H3N2|unassigned|2018-01-10|HA|4||EPI_ISL_299529	A/swine/North_Carolina/A02140803/2018|A_/_H3N2|unassigned|2018-01-10|HA|4||EPI_ISL_299529	swine_North_Carolina_2018-01-10_A02140803_EPI_ISL_299529	2010.1
2010.1	2017-10-06	2017	North Carolina	2017.761644	A/swine/North_Carolina/A02223210/2017|A_/_H3N2|unassigned|2017-10-06|HA|4||EPI_ISL_296682	A/swine/North_Carolina/A02223210/2017|A_/_H3N2|unassigned|2017-10-06|HA|4||EPI_ISL_296682	swine_North_Carolina_2017-10-06_A02223210_EPI_ISL_296682	2010.1
2010.1	2018-01-05	2018	North Carolina	2018.010959	A/swine/North_Carolina/A01785410/2018|A_/_H3N2|unassigned|2018-01-05|HA|4||EPI_ISL_299189	A/swine/North_Carolina/A01785410/2018|A_/_H3N2|unassigned|2018-01-05|HA|4||EPI_ISL_299189	swine_North_Carolina_2018-01-05_A01785410_EPI_ISL_299189	2010.1
2010.1	2017-05-22	2017	North Carolina	2017.386301	A/swine/North_Carolina/A02216061/2017|A_/_H3N2|unassigned|2017-05-22|HA|4||EPI_ISL_274193	A/swine/North_Carolina/A02216061/2017|A_/_H3N2|unassigned|2017-05-22|HA|4||EPI_ISL_274193	swine_North_Carolina_2017-05-22_A02216061_EPI_ISL_274193	2010.1
2010.1	2018-02-21	2018	Iowa	2018.139726	A/swine/Iowa/A02154071/2018|A_/_H3N2|unassigned|2018-02-21|HA|4||EPI_ISL_305780	A/swine/Iowa/A02154071/2018|A_/_H3N2|unassigned|2018-02-21|HA|4||EPI_ISL_305780	swine_Iowa_2018-02-21_A02154071_EPI_ISL_305780	2010.1
2010.1	2018-06-12	2018	Iowa	2018.443836	A/swine/Iowa/A02170011/2018|A_/_H3N2|unassigned|2018-06-12|HA|4||EPI_ISL_328176	A/swine/Iowa/A02170011/2018|A_/_H3N2|unassigned|2018-06-12|HA|4||EPI_ISL_328176	swine_Iowa_2018-06-12_A02170011_EPI_ISL_328176	2010.1
2010.1	2017-11-29	2017	Iowa	2017.909589	A/swine/Iowa/A02137141/2017|A_/_H3N2|unassigned|2017-11-29|HA|4||EPI_ISL_297212	A/swine/Iowa/A02137141/2017|A_/_H3N2|unassigned|2017-11-29|HA|4||EPI_ISL_297212	swine_Iowa_2017-11-29_A02137141_EPI_ISL_297212	2010.1
2010.1	2017-10-20	2017	Iowa	2017.8	A/swine/Iowa/A02134239/2017|A_/_H3N2|unassigned|2017-10-20|HA|4||EPI_ISL_296552	A/swine/Iowa/A02134239/2017|A_/_H3N2|unassigned|2017-10-20|HA|4||EPI_ISL_296552	swine_Iowa_2017-10-20_A02134239_EPI_ISL_296552	2010.1
2010.1	2017-06-19	2017	Iowa	2017.463014	A/swine/Iowa/A02218162/2017|A_/_H3N2|unassigned|2017-06-19|HA|4||EPI_ISL_279503	A/swine/Iowa/A02218162/2017|A_/_H3N2|unassigned|2017-06-19|HA|4||EPI_ISL_279503	swine_Iowa_2017-06-19_A02218162_EPI_ISL_279503	2010.1
2010.1	2017-06-19	2017	Iowa	2017.463014	A/swine/Iowa/A02218164/2017|A_/_H3N2|unassigned|2017-06-19|HA|4||EPI_ISL_279509	A/swine/Iowa/A02218164/2017|A_/_H3N2|unassigned|2017-06-19|HA|4||EPI_ISL_279509	swine_Iowa_2017-06-19_A02218164_EPI_ISL_279509	2010.1
2010.1	2017-09-13	2017	North Carolina	2017.69863	A/swine/North_Carolina/A01785294/2017|A_/_H3N2|unassigned|2017-09-13|HA|4||EPI_ISL_283421	A/swine/North_Carolina/A01785294/2017|A_/_H3N2|unassigned|2017-09-13|HA|4||EPI_ISL_283421	swine_North_Carolina_2017-09-13_A01785294_EPI_ISL_283421	2010.1
2010.1	2017-09-13	2017	North Carolina	2017.69863	A/swine/North_Carolina/A01785295_/2017|A_/_H3N2|unassigned|2017-09-13|HA|4||EPI_ISL_283424	A/swine/North_Carolina/A01785295_/2017|A_/_H3N2|unassigned|2017-09-13|HA|4||EPI_ISL_283424	swine_North_Carolina_2017-09-13_A01785295__EPI_ISL_283424	2010.1
2010.1	2018-06-06	2018	Minnesota	2018.427397	A/swine/Minnesota/A01785566/2018|A_/_H3N2|unassigned|2018-06-06|HA|4||EPI_ISL_328453	A/swine/Minnesota/A01785566/2018|A_/_H3N2|unassigned|2018-06-06|HA|4||EPI_ISL_328453	swine_Minnesota_2018-06-06_A01785566_EPI_ISL_328453	2010.1
2010.1	2018-06-05	2018	Minnesota	2018.424658	A/swine/Minnesota/A01785562/2018|A_/_H3N2|unassigned|2018-06-05|HA|4||EPI_ISL_328452	A/swine/Minnesota/A01785562/2018|A_/_H3N2|unassigned|2018-06-05|HA|4||EPI_ISL_328452	swine_Minnesota_2018-06-05_A01785562_EPI_ISL_328452	2010.1
2010.1	2018-08-06	2018	Iowa	2018.594521	A/swine/Iowa/A02255010/2018|A_/_H3N2|unassigned|2018-08-06|HA|4||EPI_ISL_381078	A/swine/Iowa/A02255010/2018|A_/_H3N2|unassigned|2018-08-06|HA|4||EPI_ISL_381078	swine_Iowa_2018-08-06_A02255010_EPI_ISL_381078	2010.1
2010.1	2018-05-17	2018	Iowa	2018.372603	A/swine/Iowa/A02158714/2018|A_/_H3N2|unassigned|2018-05-17|HA|4||EPI_ISL_328735	A/swine/Iowa/A02158714/2018|A_/_H3N2|unassigned|2018-05-17|HA|4||EPI_ISL_328735	swine_Iowa_2018-05-17_A02158714_EPI_ISL_328735	2010.1
2010.1	2018-03-08	2018	Iowa	2018.180822	A/swine/Iowa/A01785504/2018|A_/_H3N2|unassigned|2018-03-08|HA|4||EPI_ISL_311218	A/swine/Iowa/A01785504/2018|A_/_H3N2|unassigned|2018-03-08|HA|4||EPI_ISL_311218	swine_Iowa_2018-03-08_A01785504_EPI_ISL_311218	2010.1
unassigned	2018-03-09	2018	Iowa	2018.183562	A/swine/Iowa/A01678547/2018|A_/_H3N2|unassigned|2018-03-09|HA|4||EPI_ISL_306358	A/swine/Iowa/A01678547/2018|A_/_H3N2|unassigned|2018-03-09|HA|4||EPI_ISL_306358	swine_Iowa_2018-03-09_A01678547_EPI_ISL_306358	2010.1
2010.1	2017-12-14	2017	Iowa	2017.950685	A/swine/Iowa/A02138762/2017|A_/_H3N2|unassigned|2017-12-14|HA|4||EPI_ISL_295671	A/swine/Iowa/A02138762/2017|A_/_H3N2|unassigned|2017-12-14|HA|4||EPI_ISL_295671	swine_Iowa_2017-12-14_A02138762_EPI_ISL_295671	2010.1
2010.1	2016-11-17	2016	Iowa	2016.877049	A/swine/Iowa/A01668526/2016|A_/_H3N2|unassigned|2016-11-17|HA|4||EPI_ISL_246082	A/swine/Iowa/A01668526/2016|A_/_H3N2|unassigned|2016-11-17|HA|4||EPI_ISL_246082	swine_Iowa_2016-11-17_A01668526_EPI_ISL_246082	2010.1
2010.1	2016-05-25	2016	Minnesota	2016.396175	A/swine/Minnesota/A01677935/2016|A_/_H3N2|unassigned|2016-05-25|HA|4||EPI_ISL_230208	A/swine/Minnesota/A01677935/2016|A_/_H3N2|unassigned|2016-05-25|HA|4||EPI_ISL_230208	swine_Minnesota_2016-05-25_A01677935_EPI_ISL_230208	2010.1
2010.1	2016-06-29	2016	Iowa	2016.491803	A/swine/Iowa/A01777664/2016|A_/_H3N2|unassigned|2016-06-29|HA|4||EPI_ISL_234966	A/swine/Iowa/A01777664/2016|A_/_H3N2|unassigned|2016-06-29|HA|4||EPI_ISL_234966	swine_Iowa_2016-06-29_A01777664_EPI_ISL_234966	2010.1
2010.1	2016-09-12	2016	Iowa	2016.696721	A/swine/Iowa/A01781490/2016|A_/_H3N2|unassigned|2016-09-12|HA|4||EPI_ISL_243376	A/swine/Iowa/A01781490/2016|A_/_H3N2|unassigned|2016-09-12|HA|4||EPI_ISL_243376	swine_Iowa_2016-09-12_A01781490_EPI_ISL_243376	2010.1
2010.1	2016-11-04	2016	South Dakota	2016.84153	A/swine/South_Dakota/A01678473/2016|A_/_H3N2|unassigned|2016-11-04|HA|4||EPI_ISL_245306	A/swine/South_Dakota/A01678473/2016|A_/_H3N2|unassigned|2016-11-04|HA|4||EPI_ISL_245306	swine_South_Dakota_2016-11-04_A01678473_EPI_ISL_245306	2010.1
2010.1	2017-06-12	2017	Minnesota	2017.443836	A/swine/Minnesota/A01785270/2017|A_/_H3N2|unassigned|2017-06-12|HA|4||EPI_ISL_278765	A/swine/Minnesota/A01785270/2017|A_/_H3N2|unassigned|2017-06-12|HA|4||EPI_ISL_278765	swine_Minnesota_2017-06-12_A01785270_EPI_ISL_278765	2010.1
2010.1	2016-12-05	2016	Minnesota	2016.92623	A/swine/Minnesota/A01678475/2016|A_/_H3N2|unassigned|2016-12-05|HA|4||EPI_ISL_246098	A/swine/Minnesota/A01678475/2016|A_/_H3N2|unassigned|2016-12-05|HA|4||EPI_ISL_246098	swine_Minnesota_2016-12-05_A01678475_EPI_ISL_246098	2010.1
2010.1	2017-01-19	2017	Minnesota	2017.049315	A/swine/Minnesota/A01672420/2017|A_/_H3N2|unassigned|2017-01-19|HA|4||EPI_ISL_256551	A/swine/Minnesota/A01672420/2017|A_/_H3N2|unassigned|2017-01-19|HA|4||EPI_ISL_256551	swine_Minnesota_2017-01-19_A01672420_EPI_ISL_256551	2010.1
2010.1	2017-01-19	2017	Iowa	2017.049315	A/swine/Iowa/A01672418/2017|A_/_H3N2|unassigned|2017-01-19|HA|4||EPI_ISL_256559	A/swine/Iowa/A01672418/2017|A_/_H3N2|unassigned|2017-01-19|HA|4||EPI_ISL_256559	swine_Iowa_2017-01-19_A01672418_EPI_ISL_256559	2010.1
2010.1	2018-05-10	2018	Minnesota	2018.353425	A/swine/Minnesota/A02158518/2018|A_/_H3N2|unassigned|2018-05-10|HA|4||EPI_ISL_328743	A/swine/Minnesota/A02158518/2018|A_/_H3N2|unassigned|2018-05-10|HA|4||EPI_ISL_328743	swine_Minnesota_2018-05-10_A02158518_EPI_ISL_328743	2010.1
2010.1	2017-03-14	2017	Iowa	2017.19726	A/swine/Iowa/A01667094/2017|A_/_H3N2|unassigned|2017-03-14|HA|4||EPI_ISL_262583	A/swine/Iowa/A01667094/2017|A_/_H3N2|unassigned|2017-03-14|HA|4||EPI_ISL_262583	swine_Iowa_2017-03-14_A01667094_EPI_ISL_262583	2010.1
2010.1	2017-09-05	2017	Iowa	2017.676712	Influenza A virus (A/swine/Iowa/A02221513/2017(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2017-09-05|MG279530.1	Influenza A virus (A/swine/Iowa/A02221513/2017(H3N2)) segment 4 hemagglutinin (HA) gene complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2017-09-05|MG279530.1	swine_Iowa_2017-09-05_A02221513_MG279530.1	2010.1
2010.1	2017-12-27	2017	Minnesota	2017.986301	A/swine/Minnesota/A01785400/2017|A_/_H3N2|unassigned|2017-12-27|HA|4||EPI_ISL_295647	A/swine/Minnesota/A01785400/2017|A_/_H3N2|unassigned|2017-12-27|HA|4||EPI_ISL_295647	swine_Minnesota_2017-12-27_A01785400_EPI_ISL_295647	2010.1
2010.1	2017-11-24	2017	Minnesota	2017.89589	A/swine/Minnesota/A01785363/2017|A_/_H3N2|unassigned|2017-11-24|HA|4||EPI_ISL_297147	A/swine/Minnesota/A01785363/2017|A_/_H3N2|unassigned|2017-11-24|HA|4||EPI_ISL_297147	swine_Minnesota_2017-11-24_A01785363_EPI_ISL_297147	2010.1
2010.1	2018-01-10	2018	Minnesota	2018.024658	A/swine/Minnesota/A01785416/2018|A_/_H3N2|unassigned|2018-01-10|HA|4||EPI_ISL_300555	A/swine/Minnesota/A01785416/2018|A_/_H3N2|unassigned|2018-01-10|HA|4||EPI_ISL_300555	swine_Minnesota_2018-01-10_A01785416_EPI_ISL_300555	2010.1
2010.1	2017-10-23	2017	Minnesota	2017.808219	A/swine/Minnesota/A01785326/2017|A_/_H3N2|unassigned|2017-10-23|HA|4||EPI_ISL_290286	A/swine/Minnesota/A01785326/2017|A_/_H3N2|unassigned|2017-10-23|HA|4||EPI_ISL_290286	swine_Minnesota_2017-10-23_A01785326_EPI_ISL_290286	2010.1
2010.1	2018-03-09	2018	Minnesota	2018.183562	A/swine/Minnesota/A01785463/2018|A_/_H3N2|unassigned|2018-03-09|HA|4||EPI_ISL_388949	A/swine/Minnesota/A01785463/2018|A_/_H3N2|unassigned|2018-03-09|HA|4||EPI_ISL_388949	swine_Minnesota_2018-03-09_A01785463_EPI_ISL_388949	2010.1
2010.1	2018-03-30	2018	Minnesota	2018.241096	A/swine/Minnesota/A01785491/2018|A_/_H3N2|unassigned|2018-03-30|HA|4||EPI_ISL_311224	A/swine/Minnesota/A01785491/2018|A_/_H3N2|unassigned|2018-03-30|HA|4||EPI_ISL_311224	swine_Minnesota_2018-03-30_A01785491_EPI_ISL_311224	2010.1
2010.1	2018-03-02	2018	Minnesota	2018.164384	A/swine/Minnesota/A01785461/2018|A_/_H3N2|unassigned|2018-03-02|HA|4||EPI_ISL_388947	A/swine/Minnesota/A01785461/2018|A_/_H3N2|unassigned|2018-03-02|HA|4||EPI_ISL_388947	swine_Minnesota_2018-03-02_A01785461_EPI_ISL_388947	2010.1
2010.1	2017-08-18	2017	Iowa	2017.627397	A/swine/Iowa/A02219789/2017|A_/_H3N2|unassigned|2017-08-18|HA|4||EPI_ISL_282401	A/swine/Iowa/A02219789/2017|A_/_H3N2|unassigned|2017-08-18|HA|4||EPI_ISL_282401	swine_Iowa_2017-08-18_A02219789_EPI_ISL_282401	2010.1
